,loaninterestrate,loanoriginalbalance,loanpaymentcount,debtratio,rbl
7822,7.75,22412.13,72,0.407,3
22501,6.5,36562.62,180,0.2966,1
19786,13.0,500.0,0,0.4989,2
6352,3.75,37651.75,72,0.3556,1
820,10.25,15870.89,60,0.4856,3
6557,6.0,15000.0,60,0.417,1
13508,8.25,41395.31,72,0.2382,2
14236,7.25,52086.81,72,0.4349,1
10917,6.75,20000.0,36,0.2837,2
5727,10.25,2825.85,36,0.5881,3
5951,6.0,10000.0,36,0.3958,1
8220,6.5,1500.0,12,0.3748,2
14195,3.25,14119.0,60,0.1976,1
19010,6.0,14411.0,60,0.1107,2
9523,8.0,9000.0,60,0.5512,2
9512,6.0,13500.0,60,0.2623,1
8009,8.75,44000.0,72,0.1046,2
5758,7.25,5580.0,48,0.2115,3
14327,13.0,1000.0,0,0.1639,0
10652,10.0,5000.0,48,0.2034,3
7611,6.75,15000.0,0,0.3337,1
20301,6.0,29664.9,60,0.2286,2
1761,10.75,9654.01,60,0.3481,3
13541,3.25,21000.0,60,0.3031,1
14678,15.75,8500.0,60,0.4161,4
15842,3.0,28789.25,48,0.2428,1
6286,4.0,5000.0,24,0.5433,1
14303,5.75,36321.36,60,0.4319,1
21535,6.25,14200.0,60,0.2183,1
14748,15.75,8500.0,60,0.347,4
1094,8.0,30584.73,60,0.2472,3
6205,8.25,9938.36,60,0.2932,2
6200,6.0,18519.05,60,0.3761,1
9261,5.75,18000.0,60,0.4886,1
16866,6.75,19307.02,60,0.3342,1
7369,11.0,10000.0,60,0.3051,3
12659,6.5,2000.0,24,0.1249,2
20417,5.75,10000.0,48,0.0646,1
6232,5.5,4000.28,24,0.4798,1
4522,6.25,6000.0,48,0.2359,1
1274,9.25,31999.51,72,0.3018,3
10617,6.25,5000.0,24,0.2633,2
16073,6.75,15128.64,36,0.4136,2
2670,2.49,5000.0,12,0.1515,1
14518,6.75,30000.0,0,0.438,1
14952,6.0,6000.0,36,0.2928,1
2357,4.25,40781.06,84,0.4797,1
4930,14.75,2000.0,12,0.1463,4
2192,10.25,5000.0,36,0.3515,3
8467,15.0,6500.0,24,0.2061,4
2378,15.0,2500.0,24,0.0997,4
14841,5.75,14365.12,60,0.8285,1
6345,15.5,7358.0,36,0.3081,4
13719,14.75,7868.04,36,0.0903,4
3557,10.5,9970.62,48,0.4197,3
8920,7.75,7642.92,60,0.3347,2
16446,5.75,12000.0,60,0.1977,1
11124,13.0,2000.0,0,0.2631,4
21082,5.75,29000.0,60,0.522,1
19020,6.75,1500.0,0,0.3441,3
3550,7.5,30000.0,72,0.1591,1
13802,13.0,1000.0,0,0.3127,4
19507,4.75,6000.0,0,0.2145,2
12352,14.75,7710.25,36,0.4268,4
21962,7.25,8500.0,60,0.4497,2
7619,6.0,20000.0,60,0.5985,1
1785,6.0,30000.0,60,0.2486,1
2991,6.0,15000.0,60,0.431,1
16524,6.75,5000.0,0,0.3782,1
19199,4.5,5000.0,36,0.362,2
21024,13.0,5000.0,54,0.3983,1
21925,13.0,5000.0,0,0.1195,3
7502,4.25,30913.0,72,0.1587,1
1535,10.5,11973.13,48,0.3454,3
16969,7.75,21100.0,60,0.2286,2
12694,7.0,4500.0,48,0.2278,2
21695,6.25,35000.0,180,0.4802,1
7204,10.25,15000.0,36,0.3235,3
3017,6.25,14709.0,48,0.5448,1
12174,5.5,2000.0,24,0.4458,1
18680,14.2,8943.56,36,0.3291,4
8985,6.75,10000.0,0,0.425,2
13914,7.75,31923.79,60,0.2472,2
10493,7.75,32318.0,60,0.4623,2
11070,3.0,7372.0,48,0.3196,1
2931,14.75,12000.0,60,0.5013,4
13979,10.0,6000.0,48,0.3455,3
22290,6.25,32135.0,180,0.6247,1
4016,6.25,15000.0,60,0.6599,1
3276,6.0,57000.0,60,0.2177,1
12392,6.0,10000.0,60,0.3695,1
16231,3.25,11000.0,60,0.1329,1
1879,4.5,27503.81,72,0.3971,1
4240,7.25,7000.0,36,0.3516,2
2048,8.75,26935.3,84,0.2907,3
5818,7.25,5000.0,36,0.0652,2
5502,8.25,18980.96,60,0.4843,2
2986,5.5,16021.59,24,0.2822,1
20854,6.75,4998.98,0,0.4022,1
2823,3.0,17856.75,36,0.3544,1
5396,8.25,10000.0,60,0.4008,2
62,6.75,1500.0,0,0.2833,0
18443,3.5,18685.0,55,0.6805,1
3204,7.0,10000.0,60,0.5709,1
4099,9.75,3874.16,24,0.3924,3
13640,5.75,16106.0,60,0.2792,1
9094,13.75,1000.0,12,0.4579,4
1822,6.75,5000.0,0,0.2991,2
11947,5.75,15000.0,60,0.4951,1
22273,6.75,10000.0,0,0.5943,1
13740,10.5,3650.0,36,0.3044,4
7599,3.5,7100.0,48,0.2197,1
2363,6.0,21708.94,72,0.2105,2
2604,6.75,10000.0,0,0.3895,1
13267,5.25,3000.0,24,1.2146,1
18043,4.5,10000.0,60,0.5771,2
2324,8.25,20000.0,60,0.1288,2
4489,5.5,14214.12,24,0.3305,1
7511,5.5,23400.0,60,0.2298,1
7104,6.0,15000.0,60,0.423,1
21328,4.75,5000.0,0,0.2919,1
18795,15.7,18000.0,60,0.2324,5
7398,6.25,25000.0,48,0.2469,1
363,6.5,2000.0,12,0.1441,2
11924,5.5,5000.0,24,0.5038,1
20419,5.75,13500.0,60,0.4948,1
6276,6.75,3500.0,0,0.3795,2
12404,15.0,5000.0,48,0.4071,4
14884,5.5,9971.2,60,0.4037,3
2344,17.5,37355.73,60,0.241,5
9113,2.75,29880.0,48,0.5616,1
604,7.0,28000.0,60,0.4925,1
18429,10.0,5000.0,36,0.0647,3
12908,4.0,11000.0,48,0.5413,2
7749,8.5,36860.35,60,0.254,2
15763,6.75,12220.25,60,0.5574,1
1807,6.75,30000.0,0,0.2271,1
4446,6.0,20000.0,60,0.2965,1
5816,6.75,1000.0,0,0.307,0
2217,3.0,15504.0,36,0.5992,1
4020,5.0,12000.0,60,0.5422,2
8968,7.75,15000.0,60,0.2744,2
15099,8.5,25000.0,60,0.1804,3
4957,6.25,1000.0,12,0.1696,2
21058,4.5,30327.74,60,0.2887,1
4174,6.0,12000.0,60,0.0727,1
9051,5.25,33300.04,72,0.3474,2
15926,6.75,15000.0,60,0.3383,1
21747,4.0,23281.5,72,0.5663,1
14825,6.75,50000.0,0,0.2861,1
7767,7.0,11000.0,60,0.4886,1
769,6.75,15000.0,0,0.2111,1
7939,6.0,15000.0,60,0.5497,1
14987,7.75,8000.0,48,0.2052,3
21662,4.0,32000.0,72,0.6112,1
10774,9.25,2500.0,24,0.3689,3
511,14.75,5000.0,36,0.4164,4
19358,2.75,20000.0,60,0.0568,1
17658,6.75,1000.0,0,0.7067,1
16660,3.25,23000.0,60,0.4637,1
12884,5.75,29324.51,60,0.3757,1
11671,7.75,16198.29,60,0.3415,2
18502,2.75,14000.0,60,0.4837,1
945,17.0,6402.59,60,0.6039,5
18673,3.25,23500.0,60,0.3815,1
4432,7.5,18000.0,72,0.4723,1
16560,10.25,10000.0,60,0.0988,3
8627,10.75,31499.67,60,0.4154,3
16226,5.75,7000.0,60,0.2331,1
9426,14.5,3000.0,24,0.4223,4
6284,15.5,3000.0,12,0.2582,5
17360,8.25,35301.0,72,0.2931,3
16060,6.25,10000.0,48,0.2495,1
9158,7.0,20000.0,60,0.5813,1
16931,6.0,10000.0,48,0.4115,1
21585,13.0,1000.0,0,0.5429,1
7219,3.75,35002.89,72,0.2676,1
20563,4.5,15000.0,60,0.2198,1
14259,13.75,32908.31,84,0.4497,4
14319,15.0,12000.0,48,0.2518,4
6380,6.75,7000.0,0,0.7567,1
6165,8.25,18514.7,60,0.3288,2
13923,9.25,2000.0,24,0.4086,3
3683,6.0,30000.0,60,0.4574,1
18844,10.0,26500.0,60,0.1342,3
13095,5.75,20000.0,60,0.4033,1
2180,6.0,17500.0,60,0.5849,1
6037,5.5,9000.0,24,0.3972,1
7303,6.75,10000.0,0,0.573,1
18459,14.75,10000.0,36,0.2037,4
13450,6.75,15000.0,0,0.3486,1
3084,8.25,23500.0,60,0.7883,2
444,16.0,20000.0,60,0.4458,4
11472,6.75,2000.0,0,0.2862,2
13248,5.75,7000.0,36,0.2592,1
9674,5.75,13000.0,60,0.1906,1
6112,12.5,17398.29,60,0.0869,4
19664,6.5,65000.0,72,0.5108,2
964,4.5,20100.0,60,0.303,2
14746,7.0,10000.0,60,0.4447,1
12212,7.5,39612.0,72,0.2648,1
20999,6.75,20000.0,60,0.7363,2
22166,6.25,7700.0,60,0.2901,1
20788,13.0,1000.0,0,0.4347,1
21509,4.5,11000.0,60,0.2912,1
11035,15.0,5800.0,48,0.078,4
11226,6.75,10000.0,0,0.6683,2
16114,6.75,20000.0,0,0.3971,1
19460,6.75,8193.5,0,0.4023,3
13735,6.75,10000.0,0,0.4092,3
21473,10.25,12799.51,60,0.3352,3
18067,6.75,5825.1,36,0.3522,2
1764,8.75,23673.15,72,0.3921,2
13117,4.0,20600.0,60,0.1492,2
11502,3.0,15200.0,55,0.3147,1
2151,4.75,25917.17,72,0.3067,1
17226,6.75,10000.0,0,1.1055,3
21604,15.5,10000.0,60,0.3242,4
8595,7.25,7000.0,36,0.082,2
18121,4.5,25000.0,60,0.13,1
19334,7.0,15600.0,60,0.2072,2
15719,10.0,7000.0,48,0.118,3
5797,15.75,7000.0,48,0.1599,4
7073,13.0,1000.0,0,0.596,1
3919,6.75,10000.0,0,0.3375,1
22282,7.25,18000.0,60,0.5061,2
3163,6.5,5000.0,48,0.0937,1
8692,7.5,11935.0,48,0.1793,2
5406,6.75,10000.0,0,0.1692,1
2504,7.5,19860.99,47,0.2727,3
3556,6.0,10000.0,60,0.3473,1
14835,10.0,5900.0,48,0.172,3
715,4.5,12552.16,60,0.531,2
8706,8.5,20000.0,60,0.3403,2
854,6.75,15000.0,0,0.307,4
15512,7.75,22764.01,60,0.4677,2
16537,14.0,36339.0,84,0.2776,4
16504,6.75,5000.0,0,0.2366,4
9290,7.25,30000.0,72,0.2765,1
16534,6.0,10000.0,60,0.3148,1
19027,10.0,9976.55,60,0.4016,3
474,6.25,1000.0,12,0.3691,2
8618,3.5,13368.33,51,0.3295,1
15979,15.0,5000.0,36,0.4247,4
3412,15.7,11512.04,60,0.2905,5
22121,6.25,22869.1,180,0.2105,1
3299,6.0,24415.9,60,0.0651,1
8504,6.75,4000.0,24,0.2955,2
10035,14.0,2600.0,12,0.1845,4
15605,5.75,10000.0,60,0.2273,1
4929,6.0,30000.0,60,0.4094,1
1423,6.0,34998.99,60,0.2531,1
19388,6.75,7000.0,48,0.1608,2
17497,7.25,30000.0,72,0.4588,2
14657,7.0,20652.3,48,0.2736,2
14499,14.75,6000.0,36,0.1263,4
12682,6.0,10000.0,60,0.4605,1
2322,6.25,20000.0,60,0.9043,1
15045,8.0,17432.8,60,0.366,2
13912,6.0,10000.0,60,0.312,1
20481,9.75,15900.0,60,0.1555,3
11465,4.0,27727.26,72,0.4378,1
16147,5.75,7000.0,36,0.2535,1
1495,6.75,10000.0,0,0.3311,3
2369,6.25,38490.72,84,0.3738,2
10299,6.75,2000.0,0,0.2884,5
1971,6.0,10000.0,60,0.0867,1
12141,3.75,31274.48,72,0.1404,1
7782,7.0,9623.85,60,0.4512,1
4833,5.0,12167.19,60,0.1924,2
22183,6.75,1000.0,0,0.3421,1
17111,6.75,30000.0,0,0.6052,2
3583,8.25,21705.09,60,0.5168,2
21799,15.5,18000.0,60,0.1933,4
18282,6.25,36545.0,60,0.2729,1
13445,6.0,15739.3,48,0.1291,1
19437,13.0,500.0,0,0.2365,3
1928,14.75,11501.0,60,0.0678,4
20709,6.75,2000.0,0,0.3539,5
19172,6.75,1000.0,0,0.1785,4
11405,6.75,6000.0,0,0.5827,1
8489,8.25,10000.0,60,0.3405,2
10280,7.75,23440.0,60,0.5615,2
8107,13.0,500.0,0,0.4394,3
2526,6.25,1500.0,12,0.3472,2
9942,5.75,13000.0,60,0.1815,1
11675,8.5,16108.08,60,0.4884,3
13113,13.0,1000.0,0,0.2871,1
17892,7.25,19580.0,60,0.3905,3
3937,8.25,19532.42,60,0.3496,2
4697,6.25,12000.0,60,0.4479,1
18230,4.75,15000.0,0,0.5478,3
19177,13.0,500.0,0,0.4258,4
13736,5.75,20000.0,60,0.1326,1
4215,5.25,15334.72,51,0.2058,2
8410,6.0,18030.0,60,0.0856,1
14073,6.75,20000.0,0,0.234,3
22105,13.0,500.0,0,0.1065,1
22298,6.75,10000.0,0,0.5153,1
985,15.0,10341.0,60,0.119,5
18168,14.0,11581.52,60,0.3795,4
17702,4.5,11000.0,36,0.3347,2
5311,6.0,14504.85,36,0.6585,1
21569,7.25,15000.0,60,0.2787,2
16754,5.75,25000.0,60,0.4158,1
9522,14.75,5000.0,36,0.1211,4
5277,5.75,5000.0,24,0.4533,1
14391,5.75,19139.67,60,0.2147,1
15464,10.0,6360.0,36,0.4176,3
7719,10.75,10000.0,60,0.3816,3
284,12.25,18248.0,60,0.1668,4
18202,13.0,1000.0,0,0.1216,1
3290,6.75,30000.0,0,0.0727,1
9407,7.25,20450.35,60,0.5016,3
19144,3.0,25424.59,60,0.5402,1
22401,14.0,14219.0,60,0.2372,4
8248,8.5,33220.22,180,0.3635,1
6124,6.0,3000.0,36,0.3764,1
3211,6.0,13228.53,60,0.9116,1
5378,14.5,2000.0,12,0.4835,4
14305,5.75,20000.0,60,0.1716,1
4645,16.0,3500.0,24,0.1511,5
7655,6.75,15000.0,0,0.47,1
19824,6.75,2000.0,0,0.2614,3
11489,9.25,4000.0,24,0.4051,3
8306,2.75,16475.34,36,0.2851,1
2036,2.5,12988.0,36,0.3516,1
5221,3.75,8525.65,60,0.4995,1
877,6.25,5000.0,36,0.8191,1
20425,14.2,6369.78,36,0.1836,4
13250,2.5,10709.34,36,0.2498,1
16496,6.75,10000.0,0,0.272,1
625,4.25,12500.0,60,0.0675,2
21228,13.0,500.0,0,0.3529,3
11251,13.0,1000.0,0,0.0055,2
14420,9.0,22000.0,72,0.5493,3
22189,4.5,25000.0,60,0.3261,1
15779,3.25,20716.8,60,0.3169,1
10206,5.75,17000.0,60,0.2867,1
15447,7.75,5000.0,36,0.3307,3
18056,6.75,3716.3,0,0.145,4
2464,8.25,24073.18,60,0.5471,2
9285,5.75,6300.0,36,0.2089,1
21579,6.25,16000.0,60,0.1767,1
21153,6.75,10000.0,0,0.5419,2
5148,6.25,15539.86,48,0.2195,1
17897,6.0,8958.11,48,0.4082,1
4233,6.0,23000.73,60,0.2666,1
5887,9.75,4000.0,24,0.3767,3
2119,6.0,6500.0,36,0.1182,1
7630,2.5,22526.15,36,0.6003,1
3531,6.0,30000.0,60,0.3614,1
300,10.5,3500.0,36,0.3042,3
7889,9.75,3000.0,24,0.3039,3
17221,7.0,7500.0,48,0.2732,2
13868,6.75,30000.0,60,0.5533,1
17990,7.25,15000.0,60,0.4025,2
17933,10.25,20135.72,60,0.3933,4
11385,13.0,500.0,0,0.1021,1
18963,14.7,10700.0,60,0.2045,4
529,7.75,10000.0,60,0.4973,3
9723,15.75,14954.44,60,0.3974,4
19532,3.0,26236.0,60,0.4901,1
11286,6.75,2000.0,0,0.4219,5
17385,5.75,13000.0,60,0.1271,2
7593,6.75,6000.0,0,0.25,2
12046,5.25,1500.0,18,0.9636,1
20982,4.5,26156.98,68,0.4148,2
8458,6.25,5000.0,36,0.3079,1
10075,15.25,6293.73,48,0.2779,4
13229,8.0,30000.0,72,0.2769,3
22221,7.0,7500.0,48,0.4865,2
8445,6.75,1500.0,0,0.3686,5
875,14.75,12312.79,60,0.1138,4
5444,6.25,2500.0,12,0.3486,2
14992,6.75,5000.0,0,0.4559,1
19240,3.0,10000.0,60,0.3297,1
17769,4.5,26672.05,60,0.4382,1
18152,7.25,9869.02,60,0.2731,2
6341,5.5,2400.0,24,0.1623,1
16129,7.75,17588.91,60,0.5584,2
10998,14.75,4570.0,36,0.3508,4
13895,6.0,14000.0,60,0.4079,1
12892,6.75,1000.0,0,0.2948,0
8898,5.75,20000.0,60,0.333,1
3530,6.0,6767.0,36,0.903,1
9701,5.75,15000.0,60,1.0842,1
18645,6.5,10740.02,60,0.3405,1
14494,7.5,28000.0,72,0.1727,1
2588,9.25,1000.0,12,0.1776,3
9774,6.75,25000.0,60,0.4747,1
17225,6.25,10000.0,48,0.4668,2
14627,7.75,11960.0,60,0.1962,2
21162,6.75,3000.0,0,0.2217,1
10395,7.25,29475.36,72,0.5427,1
10602,6.75,13375.34,48,0.1284,3
18814,4.5,11500.0,60,0.644,1
440,13.0,1000.0,0,0.2765,1
10485,6.75,10000.0,0,0.581,1
9539,5.75,15000.0,60,0.1703,1
16398,6.75,18605.45,60,0.4302,1
7107,6.25,26675.55,60,0.3664,1
22328,10.25,5000.0,48,0.3931,3
12891,13.75,16674.87,60,0.4479,4
8667,6.75,15000.0,0,0.2903,1
15775,6.75,23000.0,60,0.3696,1
7912,6.75,5000.0,36,0.1306,1
16722,7.75,22144.75,60,0.2084,2
6648,15.0,18746.43,24,0.2071,4
4134,6.0,13000.0,36,0.4566,1
18901,14.45,10200.0,48,0.3248,4
20964,6.5,7994.0,48,0.5005,2
16601,6.75,12000.0,60,0.3651,3
18306,4.5,17885.0,60,0.5154,1
11962,7.0,3000.0,36,0.3355,2
4317,6.0,15000.0,60,0.2018,1
17383,9.75,5000.0,36,0.1521,3
11264,6.75,30000.0,0,0.4135,1
17426,15.75,10000.0,60,0.2635,4
15015,10.25,16772.84,60,0.3966,3
3994,6.75,5277.27,24,0.4305,2
1577,4.0,19211.53,72,0.2261,2
16905,13.0,500.0,0,0.4272,2
14672,8.0,26366.36,60,0.2211,2
6087,6.0,20000.0,60,0.1011,1
6444,8.25,16982.79,60,0.39,2
3159,7.25,21516.39,60,0.2886,1
17177,16.0,6354.0,48,0.3426,5
21280,7.25,30000.0,60,0.3249,2
18787,6.75,5000.0,0,0.789,1
841,8.25,40000.0,72,0.4786,2
20582,6.75,10000.0,0,0.2474,1
10384,6.0,8000.0,36,0.8263,1
17537,4.5,10000.0,60,0.3795,1
14498,5.75,32000.0,60,0.4955,1
7785,14.5,11299.47,60,0.4565,4
15255,8.5,20000.0,72,0.2591,2
14393,5.75,24000.0,60,0.1616,1
15067,6.25,5000.0,24,0.3392,2
774,7.75,25000.0,60,0.2322,2
75,6.75,2000.0,0,0.435,3
15598,10.25,5125.0,48,0.4121,3
14191,7.75,16702.56,60,0.4255,2
6293,4.25,32000.0,72,0.1292,1
17698,3.25,17000.0,60,0.2132,1
565,8.5,35050.0,60,0.4889,2
16799,7.0,4200.0,36,0.306,2
325,2.75,8900.0,36,0.1771,1
1401,5.5,10000.0,24,0.1897,1
13247,8.0,31956.85,72,0.3134,3
11460,15.0,6500.0,48,0.4461,4
7581,16.5,26000.0,60,0.1597,4
8783,15.5,6000.0,36,0.2114,4
15517,6.75,10000.0,0,0.4162,1
4138,6.25,9050.91,48,0.3357,1
18072,4.5,10000.0,60,0.5276,2
15541,5.75,17000.0,60,0.4218,1
14750,9.75,3766.62,36,0.0834,3
14782,6.0,13000.0,60,0.7834,1
18141,6.0,8149.66,48,0.3453,2
7364,5.75,10000.0,24,0.9511,1
14920,6.75,5000.0,0,0.5119,1
20906,4.5,18000.0,60,0.2647,1
16937,7.0,7500.0,48,0.3394,2
6119,10.75,15894.0,60,0.3853,3
4646,6.0,10000.0,60,0.1729,1
19175,6.75,5733.0,48,0.2118,2
12813,7.5,40000.0,72,0.3319,1
14878,6.0,5000.0,60,0.2265,3
11801,4.25,26241.86,72,0.4024,1
18624,3.75,15060.24,48,0.2672,2
3132,15.75,13300.0,41,0.2166,4
17901,16.5,32018.2,72,0.2993,4
6325,9.75,5000.0,24,0.5483,3
10164,6.75,10000.0,0,0.3077,3
10727,3.0,8500.0,36,0.4715,1
3739,16.5,28591.37,60,0.6039,4
11717,5.75,12000.0,60,0.9626,1
12810,5.75,4000.0,36,2.4774,1
19066,14.7,15000.0,60,0.1741,4
13544,15.0,10000.0,48,0.3094,4
16296,13.0,1000.0,0,0.2028,1
16503,7.0,8000.0,48,0.1153,2
12988,7.0,10000.0,60,0.2786,1
2226,4.75,19270.0,46,0.4741,2
17719,6.75,10000.0,0,0.2951,1
17353,6.75,13000.0,0,0.4405,1
22402,4.5,28000.0,60,0.2357,1
6193,5.5,15000.0,24,0.7789,1
8437,6.0,11131.8,60,0.1285,1
22214,6.75,4479.57,0,0.3423,1
20271,6.0,9000.0,60,0.0507,1
17828,4.5,7329.84,60,0.4842,1
20586,5.25,31259.25,72,0.5102,3
12339,4.0,30758.0,72,0.1617,1
9346,15.75,27270.54,60,0.4267,4
15799,16.0,20637.22,60,0.3592,4
1868,4.0,7500.0,60,0.3866,1
15214,7.25,33110.22,72,0.543,1
7306,15.5,3000.0,36,0.1197,4
6576,8.5,11831.98,60,0.2271,2
16717,6.75,3000.0,0,0.4471,2
19684,13.0,500.0,0,0.198,2
10532,5.75,10000.0,60,0.157,1
14218,5.5,30000.0,60,0.7938,1
13961,8.0,9000.0,60,0.3923,2
15457,6.75,5000.0,0,0.3306,3
9264,7.75,13000.0,60,0.3996,2
21211,6.75,30000.0,0,0.1377,1
17589,13.0,500.0,0,0.3396,4
4063,13.0,5000.0,0,0.2535,1
18377,10.25,19810.51,60,0.5072,3
4723,7.5,10741.1,48,0.4797,2
15344,10.25,20000.0,60,0.4454,3
6917,6.75,15000.0,0,0.3486,1
19782,6.75,1500.0,0,0.1768,3
14103,6.75,18733.21,0,0.387,1
3779,4.0,11000.0,60,0.2381,2
18428,6.75,4000.0,0,0.3281,3
9820,6.75,16200.0,60,0.1123,1
2136,3.75,10258.11,60,0.0553,1
15197,6.75,10000.0,0,0.4389,2
7057,6.0,10313.45,60,0.2893,1
10898,6.75,5000.0,36,0.3172,2
17176,6.75,20000.0,60,0.3381,1
5584,7.75,13000.0,60,0.2476,2
2416,7.5,30000.0,72,0.5215,1
14864,5.25,3000.0,24,0.3014,1
21738,6.75,5000.0,0,0.2629,1
12615,5.5,10000.0,36,0.5347,1
18162,7.0,6000.0,36,0.3427,2
16724,6.75,10000.0,0,0.2929,1
8286,3.75,14959.94,60,0.1095,1
17428,6.75,13000.0,60,0.4331,1
2108,5.75,5000.0,24,0.3069,1
10394,6.75,1000.0,0,0.0433,0
4311,10.75,12700.0,48,0.2897,3
4548,7.5,45000.0,72,0.7282,1
16280,10.0,6000.0,48,0.325,3
13362,10.0,6036.25,48,0.2493,3
8010,7.25,5000.0,36,0.0802,2
5639,8.5,10000.0,60,0.1542,2
15076,10.25,15864.07,60,0.212,3
19453,7.0,22799.29,60,0.3795,2
7058,7.25,10609.63,60,0.2282,1
21283,4.25,25100.0,60,0.1677,2
16649,6.25,9124.9,48,0.3904,1
4518,4.25,32535.36,82,0.5253,1
7788,2.75,27187.27,48,0.4904,1
7067,6.0,14000.0,60,0.3585,1
4227,6.75,15000.0,0,0.0932,2
20261,4.5,30000.0,72,0.2299,2
6612,6.0,13581.73,60,0.3791,1
11817,5.75,11000.0,36,0.2932,1
13199,6.75,15000.0,0,0.2589,3
4637,5.0,16032.0,60,0.5029,2
4167,4.25,32294.65,84,0.3171,1
16816,6.75,10000.0,0,0.3597,2
15423,5.75,15915.45,60,0.3177,1
4640,3.75,35707.52,72,0.2926,1
3601,6.0,10000.0,60,0.1882,1
14868,10.5,19441.15,60,0.3812,3
10937,5.5,10000.0,60,0.363,1
15318,6.75,6000.0,0,0.5811,2
2644,2.49,3000.0,12,0.3563,1
13781,6.75,30000.0,0,0.5347,2
21443,6.75,10000.0,0,0.419,1
3734,10.75,14509.0,60,0.3007,3
12317,7.25,7000.0,48,0.5188,2
7009,7.0,73300.0,72,0.4402,2
3403,5.5,6500.0,36,0.3183,1
17850,15.5,12000.0,60,0.4227,4
19088,7.0,15000.0,60,0.2622,2
8101,6.25,10000.0,60,0.5699,1
335,16.75,39317.91,72,0.4104,4
3077,7.5,6000.0,48,0.5202,2
11839,4.25,19500.0,60,0.1926,2
4295,15.75,6600.0,48,0.2713,4
19208,4.75,21400.51,60,0.2076,3
6778,7.5,41924.65,72,0.4671,1
17932,10.25,15000.0,60,0.4125,3
20951,2.75,19359.86,59,0.3632,1
15010,3.5,11839.95,60,0.2101,1
18200,10.5,11993.03,60,0.2748,3
211,14.0,1500.0,12,0.1807,4
12267,5.75,10000.0,60,0.366,1
14405,8.0,12751.99,60,0.3304,2
17706,6.75,5000.0,36,0.2142,3
9033,5.75,3400.0,36,0.5102,1
19595,15.2,3400.0,36,0.0519,5
13191,6.75,10000.0,0,0.5355,1
407,6.25,21598.31,48,0.5376,1
5312,6.25,17914.5,48,0.2389,1
6994,7.25,6000.0,36,0.1147,2
19061,6.75,15000.0,0,0.2353,2
14887,16.0,4000.0,48,0.3762,5
22225,7.0,13500.0,48,0.368,3
18439,6.75,10000.0,0,0.5186,2
21945,4.75,5000.0,0,0.5694,1
21791,6.75,5000.0,0,0.1847,3
1784,14.5,3500.0,12,0.175,4
10832,6.75,8500.0,60,0.3342,1
13228,16.0,6448.0,48,0.2745,5
16689,17.0,13525.77,60,0.3962,5
21514,3.25,10500.0,60,0.408,1
9487,10.25,13000.0,48,0.3361,3
15022,5.75,5428.69,36,0.252,1
12595,6.75,20000.0,0,0.5532,1
16522,7.75,25000.0,60,0.425,2
10489,6.25,8000.0,48,0.3828,1
3275,3.75,38866.92,72,0.6689,1
15950,16.75,15016.68,60,0.1022,5
20818,6.75,30000.0,0,0.6591,1
20347,14.2,23000.0,60,0.223,5
10481,5.5,2000.0,24,1.2294,1
2615,6.0,22400.26,60,0.4963,1
19068,5.75,5000.0,48,0.4336,1
1473,13.3,37829.36,72,0.2925,4
5383,6.25,18000.0,60,0.2278,1
9552,7.0,31160.0,60,0.1815,1
16540,6.75,5000.0,0,0.1763,1
8899,6.0,39527.63,60,0.2342,1
19206,6.75,24923.17,0,0.2619,1
20307,10.0,12000.0,60,0.1436,3
18782,13.75,14963.92,60,0.4502,4
1979,6.75,5000.0,24,0.3671,2
5531,7.0,18367.67,60,0.5007,1
16785,6.75,11108.77,60,0.4334,1
22480,6.25,32871.19,180,0.5567,1
5159,6.75,17079.11,60,0.5825,1
8629,3.5,19756.55,60,0.4442,1
4785,6.0,10000.0,60,0.2527,1
11005,7.25,25000.0,72,0.3295,1
14519,5.25,4000.0,24,0.3685,1
17253,6.75,20000.0,0,0.3216,1
3533,3.0,7209.61,24,0.2147,1
17258,10.25,22000.0,60,0.5607,4
13821,10.5,11635.18,63,0.4592,3
15316,7.0,3000.0,36,0.3926,2
11545,2.5,7371.73,36,0.4147,1
14177,15.75,10000.0,60,0.2563,4
19404,13.0,1000.0,0,0.2183,3
652,9.25,2000.0,12,0.1378,3
12201,7.5,32147.71,72,0.1956,1
21682,4.5,21000.0,60,0.2115,1
7609,7.25,11644.01,60,0.3856,1
10107,7.25,18903.35,60,0.3773,3
6613,10.75,29358.05,60,0.3505,3
11071,6.75,15000.0,0,0.473,1
8623,10.75,34355.64,60,0.4407,3
1893,4.75,18547.74,48,0.4939,2
18188,9.75,5766.11,36,0.1325,3
5841,10.0,2500.0,24,0.6862,3
13341,6.0,10000.0,60,2.3677,1
7136,4.5,26507.54,72,0.3709,1
19194,6.75,5000.0,0,0.4443,2
17799,6.75,20000.0,0,0.343,1
16291,7.0,8421.07,48,0.152,2
16290,8.5,44715.0,180,0.3797,1
4962,3.0,7000.0,36,0.3916,1
6889,15.75,3000.0,12,0.1821,5
3745,9.75,2500.0,24,0.1607,3
18136,13.0,500.0,0,0.0914,3
13426,9.75,7579.73,36,0.3355,3
9192,5.75,26798.54,60,0.385,1
5966,3.75,17954.01,60,0.4481,1
14189,7.0,6900.0,36,0.2641,2
7671,7.25,12763.42,36,0.4289,2
8791,6.25,13000.0,60,0.348,1
